f1,accuracy,precision,recall,mcc,n_val,auc_roc,repeat,fold,fold_tag
0.7804878048780488,0.64,0.8,0.7619047619047619,-0.2182178902359924,25,0.45238095238095233,0,0,R0F0
0.9047619047619048,0.8333333333333334,0.9047619047619048,0.9047619047619048,0.23809523809523808,24,0.8253968253968254,0,1,R0F1
0.7894736842105263,0.6666666666666666,0.8823529411764706,0.7142857142857143,0.03464794643376185,24,0.41269841269841273,0,2,R0F2
0.9090909090909091,0.8333333333333334,0.9090909090909091,0.9090909090909091,-0.09090909090909091,24,0.6590909090909092,0,3,R0F3
0.8108108108108109,0.6956521739130435,0.8823529411764706,0.75,0.0639137490706142,23,0.5333333333333333,0,4,R0F4
